regulation=Discrete(rna_bind|dna_bind)
dna_bind	466	100288069	1	0
dna_bind	466	100133331	1	0
dna_bind	466	55631	1	0
dna_bind	466	9295	1	0
dna_bind	466	11147	1	0
dna_bind	466	81573	1	0
dna_bind	466	1491	1	0
dna_bind	466	8880	1	0
dna_bind	466	11080	1	0
dna_bind	466	84144	1	0
dna_bind	466	148423	1	0
dna_bind	466	8915	1	0
dna_bind	466	2959	1	0
dna_bind	466	8412	1	0
dna_bind	466	30836	1	0
dna_bind	466	2730	1	0
dna_bind	466	100126348	1	0
dna_bind	466	24	1	0
dna_bind	466	126969	1	0
dna_bind	466	199857	1	0
dna_bind	466	148534	1	0
dna_bind	466	100527978	1	0
dna_bind	466	23443	1	0
dna_bind	466	163786	1	0
dna_bind	466	127495	1	0
dna_bind	466	1629	1	0
dna_bind	466	693138	1	0
dna_bind	466	8556	1	0
dna_bind	466	2135	1	0
dna_bind	466	148867	1	0
dna_bind	466	10451	1	0
dna_bind	466	148545	1	0
dna_bind	466	29957	1	0
dna_bind	466	653149	1	0
dna_bind	466	23095	1	0
dna_bind	466	55119	1	0
dna_bind	466	163479	1	0
dna_bind	466	6814	1	0
dna_bind	466	56900	1	0
dna_bind	466	677766	1	0
dna_bind	466	6884	1	0
dna_bind	466	127003	1	0
dna_bind	466	57535	1	0
dna_bind	466	22911	1	0
dna_bind	466	6301	1	0
dna_bind	466	1952	1	0
dna_bind	466	84722	1	0
dna_bind	466	343263	1	0
dna_bind	466	5686	1	0
dna_bind	466	6272	1	0
dna_bind	466	284612	1	0
dna_bind	466	10768	1	0
dna_bind	466	64783	1	0
dna_bind	466	9122	1	0
dna_bind	466	84432	1	0
dna_bind	466	515	1	0
dna_bind	466	79084	1	0
dna_bind	466	5016	1	0
dna_bind	466	128346	1	0
dna_bind	466	140	1	0
dna_bind	466	3752	1	0
dna_bind	466	4524	1	0
dna_bind	466	1185	1	0
dna_bind	466	829	1	0
dna_bind	466	54879	1	0
dna_bind	466	260425	1	0
dna_bind	466	54665	1	0
dna_bind	466	204851	1	0
dna_bind	466	64858	1	0
dna_bind	466	10717	1	0
dna_bind	466	440603	1	0
dna_bind	466	56944	1	0
dna_bind	466	10286	1	0
dna_bind	466	90231	1	0
dna_bind	466	5351	1	0
dna_bind	466	4879	1	0
dna_bind	466	4893	1	0
dna_bind	466	270	1	0
dna_bind	466	7812	1	0
dna_bind	466	163259	1	0
dna_bind	466	80143	1	0
dna_bind	466	10100	1	0
dna_bind	466	3321	1	0
dna_bind	466	100302117	1	0
dna_bind	466	8458	1	0
dna_bind	466	100126331	1	0
