#interaction	gene1	Egene2	dir	sign	biogrid	pubmed
hiv_ppi	E148362	E155030	0	0	biogrid	pmids:19403673
hiv_ppi	E155971	E7070	0	0	biogrid	pmids:10708443
hiv_ppi	E155871	E54623	0	0	biogrid	pmids:19454010
hiv_ppi	E155871	E7153	0	0	biogrid	pmids:19454010
hiv_ppi	E155459	E1642	0	0	biogrid	pmids:22190037
hiv_ppi	E155030	E6921	0	0	biogrid	pmids:19327355
hiv_ppi	E155459	E3308	0	0	biogrid	pmids:21228271
hiv_ppi	E155030	E6923	0	0	biogrid	pmids:19327355
hiv_ppi	E155871	E9219	0	0	biogrid	pmids:19454010
hiv_ppi	E155871	E92815	0	0	biogrid	pmids:11080476
hiv_ppi	E155348	E8453	0	0	biogrid	pmids:17698809
hiv_ppi	E155871	E26168	0	0	biogrid	pmids:19454010
hiv_ppi	E155871	E6304	0	0	biogrid	pmids:15713622
hiv_ppi	E156110	E83737	0	0	biogrid	pmids:23071112
hiv_ppi	E155807	E79016	0	0	biogrid	pmids:17609381
hiv_ppi	E155348	E7428	0	0	biogrid	pmids:17698809
hiv_ppi	E155030	E3725	0	0	biogrid	pmids:17538020
hiv_ppi	E155030	E7341	0	0	biogrid	pmids:15613319
hiv_ppi	E155871	E9984	0	0	biogrid	pmids:19454010
hiv_ppi	E1387	E155871	0	0	biogrid	pmids:14744133:12549909:9811832:11080476
hiv_ppi	E155908	E7316	0	0	biogrid	pmids:17067581
hiv_ppi	E10075	E155348	0	0	biogrid	pmids:21167302
hiv_ppi	E155871	E6659	0	0	biogrid	pmids:19454010
hiv_ppi	E155871	E8148	0	0	biogrid	pmids:19454010
hiv_ppi	E155871	E55536	0	0	biogrid	pmids:19454010
hiv_ppi	E10432	E155871	0	0	biogrid	pmids:19454010
hiv_ppi	E155807	E6426	0	0	biogrid	pmids:17609381
hiv_ppi	E155871	E9918	0	0	biogrid	pmids:19454010
hiv_ppi	E155871	E25942	0	0	biogrid	pmids:19454010
hiv_ppi	E155871	E3014	0	0	biogrid	pmids:11080476
hiv_ppi	E155871	E3015	0	0	biogrid	pmids:11080476
hiv_ppi	E155871	E3017	0	0	biogrid	pmids:11080476
hiv_ppi	E155871	E64769	0	0	biogrid	pmids:19454010
hiv_ppi	E155871	E3013	0	0	biogrid	pmids:11080476
hiv_ppi	E155871	E7535	0	0	biogrid	pmids:19454010
hiv_ppi	E155871	E3018	0	0	biogrid	pmids:11080476
hiv_ppi	E155030	E9978	0	0	biogrid	pmids:19327355
hiv_ppi	E155871	E5690	0	0	biogrid	pmids:14550573
hiv_ppi	E155871	E5691	0	0	biogrid	pmids:14550573
hiv_ppi	E155871	E5693	0	0	biogrid	pmids:14550573
hiv_ppi	E155871	E5694	0	0	biogrid	pmids:14550573
hiv_ppi	E155871	E5695	0	0	biogrid	pmids:14550573
hiv_ppi	E155871	E5696	0	0	biogrid	pmids:14550573
hiv_ppi	E155871	E5699	0	0	biogrid	pmids:14550573
hiv_ppi	E156110	E8470	0	0	biogrid	pmids:16374509
hiv_ppi	E155871	E23165	0	0	biogrid	pmids:19454010
hiv_ppi	E155871	E5451	0	0	biogrid	pmids:7690421
hiv_ppi	E10537	E155807	0	0	biogrid	pmids:19726511
hiv_ppi	E155871	E64919	0	0	biogrid	pmids:19454010
hiv_ppi	E155871	E4904	0	0	biogrid	pmids:19454010
hiv_ppi	E155871	E55226	0	0	biogrid	pmids:19454010
hiv_ppi	E155871	E51602	0	0	biogrid	pmids:19454010
hiv_ppi	E155871	E3576	0	0	biogrid	pmids:18226242
hiv_ppi	E10284	E155871	0	0	biogrid	pmids:19454010
hiv_ppi	E155030	E8726	0	0	biogrid	pmids:9880543
hiv_ppi	E155871	E7284	0	0	biogrid	pmids:19454010
hiv_ppi	E155871	E8369	0	0	biogrid	pmids:11080476
hiv_ppi	E155871	E51548	0	0	biogrid	pmids:15719057
hiv_ppi	E155871	E57680	0	0	biogrid	pmids:19454010
hiv_ppi	E155871	E8089	0	0	biogrid	pmids:19454010
hiv_ppi	E155030	E29082	0	0	biogrid	pmids:14505569
hiv_ppi	E155348	E4790	0	0	biogrid	pmids:2017258
hiv_ppi	E155030	E4734	0	0	biogrid	pmids:14581525:20164219
hiv_ppi	E155030	E967	0	0	biogrid	pmids:10708443:16533950
hiv_ppi	E155030	E966	0	0	biogrid	pmids:10708443
hiv_ppi	E155871	E8535	0	0	biogrid	pmids:19454010
hiv_ppi	E155871	E5931	0	0	biogrid	pmids:19454010
hiv_ppi	E155871	E5930	0	0	biogrid	pmids:19454010
hiv_ppi	E155030	E5478	0	0	biogrid	pmids:12767222
hiv_ppi	E155871	E8878	0	0	biogrid	pmids:9184228
hiv_ppi	E155971	E2335	0	0	biogrid	pmids:8173552
hiv_ppi	E155871	E2963	0	0	biogrid	pmids:8934526
