#interaction	Egene1	Egene2	dir	sign	biogrid	pubmed
Ubiquitination	E4194	E4194	1	0	biogrid	pmids:17301054
Deubiquitination	E7128	E7316	1	0	biogrid	pmids:21890473:21095585:18029035:23032186:23032187:21139048:22505724:19285159:20622874:21906983:22099304
Phosphorylation	E3717	E5781	1	0	biogrid	pmids:8639815:8995399:8912646
Sumoylation	E7329	E3151	1	0	biogrid	pmids:17709345
Ubiquitination	E6500	E1499	1	0	biogrid	pmids:20181957
Ubiquitination	E4193	E3091	1	0	biogrid	pmids:10640274
Ubiquitination	E23532	E8453	1	0	biogrid	pmids:22912744:21145461:21822215
Sumoylation	E7329	E6881	1	0	biogrid	pmids:17709345
Methylation	E3276	E6772	1	0	biogrid	pmids:11257227
Phosphorylation	E472	E472	1	0	biogrid	pmids:10608806:20360068:16858402
Ubiquitination	E267	E1571	1	0	biogrid	pmids:21209460
Phosphorylation	E1111	E7157	1	0	biogrid	pmids:15364958:10673501:12756247:11896572
Phosphorylation	E5566	E9311	1	0	biogrid	pmids:12578970
Phosphorylation	E472	E9656	1	0	biogrid	pmids:14519663:12607005:18006705
Phosphorylation	E4751	E10403	1	0	biogrid	pmids:12386167
Phosphorylation	E5430	E1025	1	0	biogrid	pmids:17234882
Phosphorylation	E6196	E2353	1	0	biogrid	pmids:7623830
Phosphorylation	E7157	E2873	1	0	biogrid	pmids:11285227
Sumoylation	E7157	E7341	1	0	biogrid	pmids:10961991:21316347:18583933:16122737:15017387:15327968:10562557:11867732:15144954:17060459:20972456:15242646:15576338:19246003:10788439:17369817:22214662:20861261:12917636
Methylation	E10919	E8290	1	0	biogrid	pmids:12700765
Phosphorylation	E8900	E3024	1	0	biogrid	pmids:9860976:8565853:8397206:8397207
Ubiquitination	E25898	E7316	1	0	biogrid	pmids:22570270:19483087:17568776:20452352
Phosphorylation	E4067	E983	1	0	biogrid	pmids:8051175:8910336
Methylation	E4193	E8290	1	0	biogrid	pmids:20588255
Phosphorylation	E51701	E51176	1	0	biogrid	pmids:20194509
Acetylation	E1387	E2308	1	0	biogrid	pmids:16154098:15220471:10973497
Phosphorylation	E1017	E9055	1	0	biogrid	pmids:9885575
Phosphorylation	E284086	E1447	1	0	biogrid	pmids:11864968
Phosphorylation	E5170	E5590	1	0	biogrid	pmids:10357815:10764742:9748166:11781095
Phosphorylation	E1017	E2547	1	0	biogrid	pmids:15159402
Phosphorylation	E10746	E6416	1	0	biogrid	pmids:17906693:9162092:10713157
Ubiquitination	E84708	E26285	1	0	biogrid	pmids:22889411
Phosphorylation	E207	E3164	1	0	biogrid	pmids:11274386
Acetylation	E2648	E4609	1	0	biogrid	pmids:10611234:16287840:17967894:20691906
Phosphorylation	E4214	E23373	1	0	biogrid	pmids:18784253
Ubiquitination	E996	E891	1	0	biogrid	pmids:19826003:20080579:22193957
Ubiquitination	E25898	E58477	1	0	biogrid	pmids:18344599
Ubiquitination	E51676	E7316	1	0	biogrid	pmids:19300455:21737450:18799729:22382022
Dephosphorylation	E995	E1017	1	0	biogrid	pmids:8475101
Phosphorylation	E4233	E3082	1	0	biogrid	pmids:8380735
Phosphorylation	E2011	E22841	1	0	biogrid	pmids:16775013
Phosphorylation	E5595	E1843	1	0	biogrid	pmids:10617468
Phosphorylation	E6196	E3725	1	0	biogrid	pmids:7623830
Ubiquitination	E9978	E7161	1	0	biogrid	pmids:23085759
Phosphorylation	E28996	E28996	1	0	biogrid	pmids:16917507:22658722:17349959
Methylation	E3276	E7014	1	0	biogrid	pmids:19596784
Phosphorylation	E1019	E5925	1	0	biogrid	pmids:9464540:9199321:12509456:19225156:17015477:16205633:8867812:15169570:12519773:12190313:15147269:15003538:12949733:10198259:8647086:15922743:15998794:11900540:16985050:19556892:10202152
Ubiquitination	E10273	E10746	1	0	biogrid	pmids:20588253
Phosphorylation	E8900	E6117	1	0	biogrid	pmids:8397206:8397207
Phosphorylation	E10188	E84941	1	0	biogrid	pmids:11700021
Phosphorylation	E1017	E891	1	0	biogrid	pmids:9891079:7799941:20733051:18471975:10995390:8397207
Ubiquitination	E331	E5728	1	0	biogrid	pmids:22427670:19473982
Ubiquitination	E83737	E7161	1	0	biogrid	pmids:15678106
Phosphorylation	E50813	E9318	1	0	biogrid	pmids:12628923:19295130:22939629:10903862:22863883
Phosphorylation	E5603	E4155	1	0	biogrid	pmids:17906618
Phosphorylation	E7294	E91746	1	0	biogrid	pmids:15175272
Ubiquitination	E580	E580	1	0	biogrid	pmids:11257228:16391231:21965653:11927591
Methylation	E10498	E8350	1	0	biogrid	pmids:17043108:12498683:15471871:22451921
Ubiquitination	E7322	E26190	1	0	biogrid	pmids:10531035
Dephosphorylation	E5524	E3014	1	0	biogrid	pmids:16310392
Acetylation	E1387	E4193	1	0	biogrid	pmids:22349818:21149449:15013777
Phosphorylation	E64223	E6198	1	0	biogrid	pmids:17386266
Ubiquitination	E4193	E6233	1	0	biogrid	pmids:21561866
Ubiquitination	E7322	E10254	1	0	biogrid	pmids:17588522
Phosphorylation	E4863	E898	1	0	biogrid	pmids:15555599:10995387
Ubiquitination	E23327	E79039	1	0	biogrid	pmids:19953087
Phosphorylation	E3702	E5335	1	0	biogrid	pmids:10586033:12163161
Ubiquitination	E9690	E7316	1	0	biogrid	pmids:16601690
Phosphorylation	E5578	E5578	1	0	biogrid	pmids:19920073
Phosphorylation	E5578	E7153	1	0	biogrid	pmids:7499337
Phosphorylation	E2534	E2185	1	0	biogrid	pmids:9104812
Phosphorylation	E9261	E2115	1	0	biogrid	pmids:11551945
Phosphorylation	E5590	E3024	1	0	biogrid	pmids:12056906
Sumoylation	E5599	E51343	1	0	biogrid	pmids:20581839
Ubiquitination	E672	E5437	1	0	biogrid	pmids:17283126
Phosphorylation	E657	E4086	1	0	biogrid	pmids:9136927
Ubiquitination	E83737	E2735	1	0	biogrid	pmids:20818436
Ubiquitination	E23291	E7465	1	0	biogrid	pmids:15070733:22017875:16085715
Phosphorylation	E2932	E1385	1	0	biogrid	pmids:14635195
Dephosphorylation	E5782	E2185	1	0	biogrid	pmids:11337490
Sumoylation	E7341	E1108	1	0	biogrid	pmids:15561718
Ubiquitination	E9817	E596	1	0	biogrid	pmids:20865015
Phosphorylation	E51135	E3024	1	0	biogrid	pmids:15927069
Ubiquitination	E8850	E4193	1	0	biogrid	pmids:21060154:21209460
Phosphorylation	E4216	E5606	1	0	biogrid	pmids:15866172:9841871
Phosphorylation	E4216	E5604	1	0	biogrid	pmids:9841871
Phosphorylation	E4216	E5608	1	0	biogrid	pmids:16157600:15866172:9841871
Deubiquitination	E4287	E5071	1	0	biogrid	pmids:20940148:22081612
Ubiquitination	E84675	E78990	1	0	biogrid	pmids:22626734
Sumoylation	E8554	E9656	1	0	biogrid	pmids:22661230
Ubiquitination	E8451	E1111	1	0	biogrid	pmids:23109433
Methylation	E9869	E8350	1	0	biogrid	pmids:11252719
Phosphorylation	E7046	E2339	1	0	biogrid	pmids:8530343
Ubiquitination	E55167	E126961	1	0	biogrid	pmids:21726816
Phosphorylation	E6197	E4137	1	0	biogrid	pmids:17512525
Acetylation	E84148	E84148	1	0	biogrid	pmids:15960975:21502975
Ubiquitination	E5584	E7316	1	0	biogrid	pmids:21139048:21987572:21906983:11574546
Ubiquitination	E8451	E7157	1	0	biogrid	pmids:16861890
Ubiquitination	E7322	E4734	1	0	biogrid	pmids:9990509
Phosphorylation	E5347	E10735	1	0	biogrid	pmids:15737063
Ubiquitination	E11059	E688	1	0	biogrid	pmids:22045023:16223724:21487105:20694673
Ubiquitination	E329	E329	1	0	biogrid	pmids:21048196:22021857:21331077:21113135:22493164:21549626:18022362:21393245:11907583:19810754
Acetylation	E2033	E2353	1	0	biogrid	pmids:21937452
Phosphorylation	E983	E4001	1	0	biogrid	pmids:8034666
Deubiquitination	E8078	E7316	1	0	biogrid	pmids:19373254:22216260:20622874
Deacetylation	E23411	E1606	1	0	biogrid	pmids:22318606
Methylation	E10498	E6714	1	0	biogrid	pmids:16923966
Ubiquitination	E23327	E7881	1	0	biogrid	pmids:19953087
Ubiquitination	E29116	E29116	1	0	biogrid	pmids:12826659:21685362
Ubiquitination	E84708	E8650	1	0	biogrid	pmids:16002321:14990566:11782429
Phosphorylation	E5292	E6502	1	0	biogrid	pmids:20663873
Sumoylation	E7341	E5604	1	0	biogrid	pmids:21336309
Phosphorylation	E9212	E55143	1	0	biogrid	pmids:15249581
Ubiquitination	E11342	E23557	1	0	biogrid	pmids:22890573
Methylation	E4193	E7341	1	0	biogrid	pmids:15876874:21316347:18583933:22411991:12297306:20972456:12917636:15876864:11384992
Phosphorylation	E6850	E4137	1	0	biogrid	pmids:18070606
modification	E123228	E4738	1	0	biogrid	pmids:12759363:17440617:15775960:15567417:19328766
Phosphorylation	E22858	E7917	1	0	biogrid	pmids:16954377
Sumoylation	E7341	E9382	1	0	biogrid	pmids:15561718
Deacetylation	E23411	E2101	1	0	biogrid	pmids:20484414
Ubiquitination	E83737	E51429	1	0	biogrid	pmids:20491914
Dephosphorylation	E5527	E4155	1	0	biogrid	pmids:15380617
Acetylation	E8850	E1051	1	0	biogrid	pmids:17301242
Phosphorylation	E6714	E23162	1	0	biogrid	pmids:12226752
Ubiquitination	E57159	E55432	1	0	biogrid	pmids:22626734
Demethylation	E23411	E6304	1	0	biogrid	pmids:22328728
Demethylation	E7403	E8290	1	0	biogrid	pmids:17761849
Ubiquitination	E117584	E51377	1	0	biogrid	pmids:22626734
Ubiquitination	E4734	E7332	1	0	biogrid	pmids:18498246:17719543:20086093:21953697:17996703:20051513:21986318
Phosphorylation	E2932	E4851	1	0	biogrid	pmids:12123574
Phosphorylation	E2932	E4853	1	0	biogrid	pmids:12794074
Phosphorylation	E7520	E2547	1	0	biogrid	pmids:10750018
Methylation	E5929	E8290	1	0	biogrid	pmids:21124902
Acetylation	E8850	E1027	1	0	biogrid	pmids:22547391
Phosphorylation	E983	E2146	1	0	biogrid	pmids:21135039:21123648:21131960:20935635
Phosphorylation	E6794	E150094	1	0	biogrid	pmids:16396636
Phosphorylation	E5579	E84433	1	0	biogrid	pmids:16356855
Glycosylation	E79695	E4586	1	0	biogrid	pmids:12135769
Phosphorylation	E1432	E1649	1	0	biogrid	pmids:8650547
Phosphorylation	E1459	E4691	1	0	biogrid	pmids:8663258
Phosphorylation	E3551	E51126	1	0	biogrid	pmids:19716809
Ubiquitination	E64219	E92552	1	0	biogrid	pmids:22626734
Sumoylation	E7329	E6299	1	0	biogrid	pmids:12200128
Deubiquitination	E27005	E7345	1	0	biogrid	pmids:22626734:19615732
Phosphorylation	E9212	E1674	1	0	biogrid	pmids:12686604
Phosphorylation	E25	E8470	1	0	biogrid	pmids:18559503:9211900:12475393
Ubiquitination	E672	E672	1	0	biogrid	pmids:11927591:21965653:11573086:16818604:16403807:9525870:14578343:21880590:20351172:15448696
Nedd(Rub1)ylation	E9040	E5071	1	0	biogrid	pmids:22388932
Phosphorylation	E11200	E5527	1	0	biogrid	pmids:15380617
Phosphorylation	E898	E7343	1	0	biogrid	pmids:10202152
Ubiquitination	E196	E196	1	0	biogrid	pmids:18358233
Methylation	E55170	E2091	1	0	biogrid	pmids:16157300
Phosphorylation	E1457	E5473	1	0	biogrid	pmids:10764593
Phosphorylation	E5594	E80351	1	0	biogrid	pmids:10988299
Sumoylation	E10055	E5903	1	0	biogrid	pmids:11792325
Ubiquitination	E29945	E9232	1	0	biogrid	pmids:20080579:22193957
Phosphorylation	E120892	E1978	1	0	biogrid	pmids:20090955:18701920
Ubiquitination	E23327	E782	1	0	biogrid	pmids:19953087
Phosphorylation	E5566	E1080	1	0	biogrid	pmids:17272822
Phosphorylation	E891	E9055	1	0	biogrid	pmids:9885575
Phosphorylation	E983	E55968	1	0	biogrid	pmids:12810701
Deacetylation	E3065	E5295	1	0	biogrid	pmids:22318606
Sumoylation	E9759	E367	1	0	biogrid	pmids:21242980
Ubiquitination	E55658	E55658	1	0	biogrid	pmids:23026136
Ubiquitination	E7328	E2060	1	0	biogrid	pmids:17588522
Phosphorylation	E5580	E3009	1	0	biogrid	pmids:15978696
Acetylation	E2033	E4605	1	0	biogrid	pmids:11733503
Acetylation	E2033	E4609	1	0	biogrid	pmids:16287840:15616592:16126174:17157259
Sumoylation	E7341	E57697	1	0	biogrid	pmids:15561718
Ubiquitination	E84282	E5920	1	0	biogrid	pmids:19017631
Ubiquitination	E331	E10746	1	0	biogrid	pmids:18761086
Phosphorylation	E5567	E7142	1	0	biogrid	pmids:9837753
Phosphorylation	E5567	E7141	1	0	biogrid	pmids:9837753
Ubiquitination	E23072	E7316	1	0	biogrid	pmids:21906983:14684739
Ubiquitination	E3093	E7157	1	0	biogrid	pmids:15280377
Acetylation	E8850	E4778	1	0	biogrid	pmids:15572685
Acetylation	E2033	E5562	1	0	biogrid	pmids:22318606
Phosphorylation	E5591	E10438	1	0	biogrid	pmids:9679063
Ubiquitination	E4193	E467	1	0	biogrid	pmids:15933712:20592017
Ubiquitination	E7323	E580	1	0	biogrid	pmids:11927591
Phosphorylation	E1457	E3059	1	0	biogrid	pmids:11988074
Ubiquitination	E7337	E301	1	0	biogrid	pmids:19204938
Demethylation	E6615	E8350	1	0	biogrid	pmids:20389281
Ubiquitination	E6478	E9627	1	0	biogrid	pmids:16174773
Ubiquitination	E23327	E9196	1	0	biogrid	pmids:19953087
Phosphorylation	E8317	E56852	1	0	biogrid	pmids:21098111
Methylation	E23186	E8290	1	0	biogrid	pmids:12700765
Deubiquitination	E64854	E8338	1	0	biogrid	pmids:21183687
Phosphorylation	E238	E51530	1	0	biogrid	pmids:12748172
Ubiquitination	E999	E1039	1	0	biogrid	pmids:20383333
Deubiquitination	E55611	E7316	1	0	biogrid	pmids:21890473:22053931:16196087:20639865:22325355:18781797:19850743:21139048:22118674:21987572:22505724:20622874:21906983
Ubiquitination	E57159	E7375	1	0	biogrid	pmids:22626734
Phosphorylation	E5598	E2113	1	0	biogrid	pmids:12048211
Acetylation	E2033	E6996	1	0	biogrid	pmids:11864601
Ubiquitination	E8517	E8737	1	0	biogrid	pmids:16603398:18029035:18212736:21606198:16543241:17702576:21458669:16547522:11262391:21113135:19373245:10880512:22099304
Acetylation	E2033	E4149	1	0	biogrid	pmids:16287840:16126174:17217336
Dephosphorylation	E5536	E4217	1	0	biogrid	pmids:11689443
Phosphorylation	E1457	E8554	1	0	biogrid	pmids:19217413
Ubiquitination	E115426	E57092	1	0	biogrid	pmids:14741369:12176013
Ubiquitination	E10477	E8451	1	0	biogrid	pmids:19256485:17452440
Ubiquitination	E5896	E8350	1	0	biogrid	pmids:21256161
Phosphorylation	E5347	E5300	1	0	biogrid	pmids:16118204
Deubiquitination	E8078	E7189	1	0	biogrid	pmids:20622874
modification	E27005	E7316	1	0	biogrid	pmids:22626734:22298430:22118674:22195557:20622874:21906983:21399617
Sumoylation	E6613	E6996	1	0	biogrid	pmids:21693764:19394292:19471022:16620772:11889051
Acetylation	E1387	E2547	1	0	biogrid	pmids:9488450:15023334
Phosphorylation	E4296	E3551	1	0	biogrid	pmids:10713178
Ubiquitination	E10273	E4287	1	0	biogrid	pmids:21855799:21625540:20943656
Phosphorylation	E1326	E6416	1	0	biogrid	pmids:8631303
Sumoylation	E286053	E2115	1	0	biogrid	pmids:16055714
Ubiquitination	E10616	E3658	1	0	biogrid	pmids:12629548:17822790
Dephosphorylation	E5531	E10155	1	0	biogrid	pmids:22491012
Methylation	E23523	E3020	1	0	biogrid	pmids:22195966:17172641
Acetylation	E84148	E7157	1	0	biogrid	pmids:19854137:17189187
Phosphorylation	E50818	E7504	1	0	biogrid	pmids:9647734
Phosphorylation	E1457	E6688	1	0	biogrid	pmids:8632909
Phosphorylation	E1457	E6689	1	0	biogrid	pmids:8632909
Phosphorylation	E1452	E5144	1	0	biogrid	pmids:20647544
Acetylation	E8850	E51621	1	0	biogrid	pmids:12758070:11748222
Phosphorylation	E2547	E7520	1	0	biogrid	pmids:10207052:10446239:10984620:19177010:15910003:10750018:21172662:10757784:15023334:10219089:21679440:22863883:22939629:9488450:15367688:21454661:12145306:15520013:21070772:10783163:11493912:19118032
Dephosphorylation	E5515	E596	1	0	biogrid	pmids:9852076
Ubiquitination	E7320	E8338	1	0	biogrid	pmids:20080676
Phosphorylation	E5599	E1386	1	0	biogrid	pmids:21444723:12874243:9207092:8654373:11279118:9399639:9162092:12804775:12958075
Deubiquitination	E27005	E7874	1	0	biogrid	pmids:22626734
Phosphorylation	E5599	E3727	1	0	biogrid	pmids:22327296
Phosphorylation	E1457	E2246	1	0	biogrid	pmids:12145206
Phosphorylation	E1457	E2247	1	0	biogrid	pmids:12145206
Phosphorylation	E4217	E6416	1	0	biogrid	pmids:15299005:15258908
Deubiquitination	E7398	E2177	1	0	biogrid	pmids:18082604
Phosphorylation	E4067	E5511	1	0	biogrid	pmids:11104670
Ubiquitination	E23327	E4217	1	0	biogrid	pmids:19953087
Ubiquitination	E23327	E4215	1	0	biogrid	pmids:19953087
Phosphorylation	E5599	E596	1	0	biogrid	pmids:15733859
Phosphorylation	E5594	E2099	1	0	biogrid	pmids:11358671
Ubiquitination	E7189	E8517	1	0	biogrid	pmids:20932475:18180283:17135271:17728323:20529958:18617513
Phosphorylation	E5580	E3551	1	0	biogrid	pmids:10022904
Phosphorylation	E6788	E9113	1	0	biogrid	pmids:15688006:22195963:17379520:19962312
Deubiquitination	E7375	E5320	1	0	biogrid	pmids:22118674
Ubiquitination	E7428	E5584	1	0	biogrid	pmids:11574546
Phosphorylation	E50818	E4780	1	0	biogrid	pmids:12947090
Phosphorylation	E3643	E10492	1	0	biogrid	pmids:11994298
Ubiquitination	E10273	E3308	1	0	biogrid	pmids:21518764:15538384:16293251:10330192:21549100:21775628:20661446:19892702:18784277:20704274:19913553:19196961:22824801:21325980:20146531:19648119:12574167:21454478:14532117:18436529:20349136:17317785:16169850:21358815:19940151:16275660
Phosphorylation	E5579	E3024	1	0	biogrid	pmids:12056906
Methylation	E9150	E8338	1	0	biogrid	pmids:15670829
Phosphorylation	E1859	E91750	1	0	biogrid	pmids:21498571
Phosphorylation	E983	E9185	1	0	biogrid	pmids:10764745
Phosphorylation	E1019	E1029	1	0	biogrid	pmids:9529249:17353931:10585280:15065884:8805225:10580009:10719365:9228064:17881001:11556834:10491434:11900540:8259215
Phosphorylation	E898	E8161	1	0	biogrid	pmids:10751146
Acetylation	E1387	E26959	1	0	biogrid	pmids:21967847
Phosphorylation	E7006	E1796	1	0	biogrid	pmids:11071635:11825908
Ubiquitination	E329	E5879	1	0	biogrid	pmids:22117219
Phosphorylation	E9344	E5608	1	0	biogrid	pmids:11279118
Ubiquitination	E27338	E27338	1	0	biogrid	pmids:20622874:8576261
Phosphorylation	E1432	E7157	1	0	biogrid	pmids:21675959:20213747:17172861
Phosphorylation	E4140	E4133	1	0	biogrid	pmids:12879020
Ubiquitination	E23327	E91	1	0	biogrid	pmids:19953087
Phosphorylation	E6850	E7846	1	0	biogrid	pmids:10862713
Phosphorylation	E5604	E5604	1	0	biogrid	pmids:8226933
Sumoylation	E7341	E9994	1	0	biogrid	pmids:15561718
Phosphorylation	E1022	E5430	1	0	biogrid	pmids:8692842:15282296:15009212:18391197:11278802
Phosphorylation	E1022	E5431	1	0	biogrid	pmids:9334327
Phosphorylation	E120892	E8767	1	0	biogrid	pmids:20949042
Desumoylation	E29843	E5903	1	0	biogrid	pmids:22194619
Deubiquitination	E7874	E128312	1	0	biogrid	pmids:15749019
Phosphorylation	E983	E2305	1	0	biogrid	pmids:15024056
Sumoylation	E7341	E467	1	0	biogrid	pmids:22991139
Ubiquitination	E7323	E23586	1	0	biogrid	pmids:17719635
Phosphorylation	E3654	E3654	1	0	biogrid	pmids:18524972:16951688:11397809:16024789:14625308:19166926:11259596
Phosphorylation	E5578	E8350	1	0	biogrid	pmids:20228790
Ubiquitination	E165918	E8338	1	0	biogrid	pmids:22492721:19203578:21041483
Phosphorylation	E9212	E23397	1	0	biogrid	pmids:21633354
Phosphorylation	E2475	E64798	1	0	biogrid	pmids:22017875:22017877
Phosphorylation	E6416	E5599	1	0	biogrid	pmids:9162092:11279118
Ubiquitination	E56254	E255626	1	0	biogrid	pmids:16307923
Phosphorylation	E4067	E10657	1	0	biogrid	pmids:15190072
Phosphorylation	E6714	E1072	1	0	biogrid	pmids:19802004
Phosphorylation	E11200	E11171	1	0	biogrid	pmids:18833288
Ubiquitination	E84708	E19	1	0	biogrid	pmids:22889411
Ubiquitination	E254170	E4904	1	0	biogrid	pmids:16797541
Phosphorylation	E51135	E3006	1	0	biogrid	pmids:15927069
Methylation	E79813	E1788	1	0	biogrid	pmids:22086334
Ubiquitination	E7337	E6045	1	0	biogrid	pmids:20351251
Ubiquitination	E57531	E5879	1	0	biogrid	pmids:22036506:22614015
Acetylation	E2033	E8370	1	0	biogrid	pmids:16096645
Phosphorylation	E6850	E801	1	0	biogrid	pmids:3350007:3472906
Ubiquitination	E7323	E4792	1	0	biogrid	pmids:10329681
Ubiquitination	E7322	E4137	1	0	biogrid	pmids:14612456
Deubiquitination	E8239	E4170	1	0	biogrid	pmids:20023629
Dephosphorylation	E5495	E1021	1	0	biogrid	pmids:10934208
Ubiquitination	E6477	E6622	1	0	biogrid	pmids:18065497:19224863:18070888
Phosphorylation	E1111	E9874	1	0	biogrid	pmids:12955071
Sumoylation	E7329	E1460	1	0	biogrid	pmids:17709345
Acetylation	E8202	E121504	1	0	biogrid	pmids:11163245
Phosphorylation	E1022	E7157	1	0	biogrid	pmids:9372954:9840937
Acetylation	E1387	E6774	1	0	biogrid	pmids:11239394:15653507
Ubiquitination	E11060	E5460	1	0	biogrid	pmids:19274063:22387393
Phosphorylation	E2873	E3725	1	0	biogrid	pmids:10903862
Ubiquitination	E84708	E3357	1	0	biogrid	pmids:22889411
Phosphorylation	E1452	E324	1	0	biogrid	pmids:19426738
Phosphorylation	E545	E353497	1	0	biogrid	pmids:21242293
Ubiquitination	E5071	E5710	1	0	biogrid	pmids:19875440:22350919:22517668:20810900:19240029:21348451:12634850
Phosphorylation	E2932	E8531	1	0	biogrid	pmids:16198352
Ubiquitination	E4193	E8850	1	0	biogrid	pmids:12068014:14769800
Phosphorylation	E5579	E4001	1	0	biogrid	pmids:8034666
Ubiquitination	E56254	E85236	1	0	biogrid	pmids:16307923
Ubiquitination	E56254	E8337	1	0	biogrid	pmids:21443952
Ubiquitination	E56254	E8339	1	0	biogrid	pmids:16307923
Phosphorylation	E1019	E7343	1	0	biogrid	pmids:10202152
Phosphorylation	E5347	E699	1	0	biogrid	pmids:16760428
Phosphorylation	E545	E7157	1	0	biogrid	pmids:20798688:10608806:15775976:15159397:10435622:11459832
Phosphorylation	E2931	E10969	1	0	biogrid	pmids:21220517
Nedd(Rub1)ylation	E9040	E7157	1	0	biogrid	pmids:15242646
Phosphorylation	E26524	E6615	1	0	biogrid	pmids:21952048
Phosphorylation	E9451	E1965	1	0	biogrid	pmids:16720581
Phosphorylation	E1147	E8202	1	0	biogrid	pmids:15808510:11971985:16051665:15383283
Ubiquitination	E329	E7186	1	0	biogrid	pmids:21653699:8548810:21331077:21903422:10753917:15861135:20562859:19584093:16891304:8643514:16282325:20184394:9384571:16263936:11181075:20348096:8943045:16189514:19815541:23007157:19506082:20447407:11907583
Ubiquitination	E6622	E7416	1	0	biogrid	pmids:20098416:18614564
Ubiquitination	E4193	E55971	1	0	biogrid	pmids:21887275
Phosphorylation	E1020	E273	1	0	biogrid	pmids:17419807
Phosphorylation	E1020	E1600	1	0	biogrid	pmids:18076569
Phosphorylation	E1613	E1026	1	0	biogrid	pmids:15001356
Ubiquitination	E1499	E7341	1	0	biogrid	pmids:12727872
Phosphorylation	E6790	E8290	1	0	biogrid	pmids:21554500:20603326
Phosphorylation	E7273	E4077	1	0	biogrid	pmids:15802564
Ubiquitination	E8451	E2648	1	0	biogrid	pmids:21987584
Phosphorylation	E1020	E7094	1	0	biogrid	pmids:19363486
Phosphorylation	E4117	E4117	1	0	biogrid	pmids:21986944
Phosphorylation	E814	E23523	1	0	biogrid	pmids:15902271
Dephosphorylation	E5777	E3932	1	0	biogrid	pmids:11294838:10617656
Phosphorylation	E50818	E9266	1	0	biogrid	pmids:10531036
Ubiquitination	E8945	E8626	1	0	biogrid	pmids:17965458
Phosphorylation	E472	E1869	1	0	biogrid	pmids:11459832
Deubiquitination	E27005	E26168	1	0	biogrid	pmids:22626734
Ubiquitination	E10273	E1728	1	0	biogrid	pmids:21220432
Deubiquitination	E8975	E7316	1	0	biogrid	pmids:22216260
Phosphorylation	E8844	E5894	1	0	biogrid	pmids:11741534
Phosphorylation	E7334	E1147	1	0	biogrid	pmids:11057907
Phosphorylation	E1017	E51343	1	0	biogrid	pmids:11340163
Phosphorylation	E1432	E4205	1	0	biogrid	pmids:10330143:9858528
Ubiquitination	E7321	E7706	1	0	biogrid	pmids:19549727:17392790:22350887
Ubiquitination	E64219	E51377	1	0	biogrid	pmids:22626734
Deubiquitination	E7874	E7157	1	0	biogrid	pmids:11923872
Phosphorylation	E983	E7027	1	0	biogrid	pmids:9199321
Phosphorylation	E4214	E4792	1	0	biogrid	pmids:14500727
Phosphorylation	E5894	E8625	1	0	biogrid	pmids:10329666
Dephosphorylation	E8556	E994	1	0	biogrid	pmids:20956543
Dephosphorylation	E5499	E10155	1	0	biogrid	pmids:20424263
Phosphorylation	E5566	E3660	1	0	biogrid	pmids:9213219
Demethylation	E22992	E8290	1	0	biogrid	pmids:16362057
Phosphorylation	E2475	E207	1	0	biogrid	pmids:18566587:15718470:21045808:21177249
Ubiquitination	E7323	E8451	1	0	biogrid	pmids:15448697:17452440
Phosphorylation	E6790	E10095	1	0	biogrid	pmids:20603326
Ubiquitination	E57154	E4086	1	0	biogrid	pmids:22670624:21708152:16611643:17676934
Phosphorylation	E1457	E7157	1	0	biogrid	pmids:12628923
Phosphorylation	E1457	E7150	1	0	biogrid	pmids:2998765
Phosphorylation	E3551	E8915	1	0	biogrid	pmids:17213322:11113112
Deubiquitination	E1540	E8517	1	0	biogrid	pmids:12917689:12917691:12917690:16627981
Phosphorylation	E55072	E4792	1	0	biogrid	pmids:22605335
Sumoylation	E51465	E7157	1	0	biogrid	pmids:16442531
Deubiquitination	E9958	E7874	1	0	biogrid	pmids:22626734
Ubiquitination	E64219	E78990	1	0	biogrid	pmids:22626734
Phosphorylation	E6195	E27250	1	0	biogrid	pmids:22586265
Phosphorylation	E1019	E5424	1	0	biogrid	pmids:9545286
Phosphorylation	E2534	E10278	1	0	biogrid	pmids:12471123
Ubiquitination	E11065	E27434	1	0	biogrid	pmids:17588522
Phosphorylation	E3717	E4217	1	0	biogrid	pmids:19287004
Acetylation	E2033	E8850	1	0	biogrid	pmids:12419806:20870727:21413932
Phosphorylation	E1452	E6622	1	0	biogrid	pmids:16959772:10617630
Sumoylation	E6047	E6047	1	0	biogrid	pmids:15707587:21857666
Phosphorylation	E9252	E1385	1	0	biogrid	pmids:9873047:9687510
Phosphorylation	E1460	E8479	1	0	biogrid	pmids:17391060
Ubiquitination	E84676	E7345	1	0	biogrid	pmids:22626734
Phosphorylation	E983	E1869	1	0	biogrid	pmids:9199321
Phosphorylation	E6714	E4582	1	0	biogrid	pmids:11152665
Ubiquitination	E83737	E6416	1	0	biogrid	pmids:19737936
Ubiquitination	E672	E5932	1	0	biogrid	pmids:16818604
Phosphorylation	E9134	E3024	1	0	biogrid	pmids:9840927
Phosphorylation	E5580	E25780	1	0	biogrid	pmids:15213298
Phosphorylation	E5566	E51199	1	0	biogrid	pmids:12927815
Phosphorylation	E7867	E6929	1	0	biogrid	pmids:10781029
Ubiquitination	E6502	E5934	1	0	biogrid	pmids:12435635
Ubiquitination	E84676	E9929	1	0	biogrid	pmids:22626734
