#interaction	Egene1	Egene2	dir	sign	biogrid	pubmed
Phosphorylation	E207	E65266	1	0	biogrid	pmids:20525693
Ubiquitination	E84676	E9958	1	0	biogrid	pmids:22626734
Phosphorylation	E1020	E27429	1	0	biogrid	pmids:17906618
Phosphorylation	E1432	E2115	1	0	biogrid	pmids:11551945
Phosphorylation	E120892	E5608	1	0	biogrid	pmids:19302196:20067578
Phosphorylation	E120892	E5609	1	0	biogrid	pmids:19302196:20067578
Phosphorylation	E673	E5604	1	0	biogrid	pmids:20212043
Phosphorylation	E5594	E4609	1	0	biogrid	pmids:9207092
Phosphorylation	E5595	E1390	1	0	biogrid	pmids:11466319
Sumoylation	E6612	E6996	1	0	biogrid	pmids:16620772:11889051
Sumoylation	E6426	E7157	1	0	biogrid	pmids:20805487
Phosphorylation	E1017	E2146	1	0	biogrid	pmids:20935635
Phosphorylation	E5587	E94274	1	0	biogrid	pmids:15003508
Phosphorylation	E6195	E4137	1	0	biogrid	pmids:17512525
Ubiquitination	E7323	E672	1	0	biogrid	pmids:11927591
Phosphorylation	E1022	E6829	1	0	biogrid	pmids:10958691
Deubiquitination	E4287	E27338	1	0	biogrid	pmids:20622874
Ubiquitination	E7322	E85363	1	0	biogrid	pmids:12878161:19549727:18312418
Phosphorylation	E5599	E1499	1	0	biogrid	pmids:19667122
Phosphorylation	E8445	E6478	1	0	biogrid	pmids:22878263
Phosphorylation	E1459	E10661	1	0	biogrid	pmids:9722526
Deubiquitination	E4287	E7189	1	0	biogrid	pmids:20622874
Phosphorylation	E208	E331	1	0	biogrid	pmids:14645242
Phosphorylation	E2260	E663	1	0	biogrid	pmids:10551883
Phosphorylation	E5590	E11033	1	0	biogrid	pmids:12893243
Ubiquitination	E84676	E7874	1	0	biogrid	pmids:22626734
Ubiquitination	E81847	E81847	1	0	biogrid	pmids:21825151
Phosphorylation	E120892	E6456	1	0	biogrid	pmids:22998870
Ubiquitination	E5071	E11315	1	0	biogrid	pmids:17846173
Phosphorylation	E902	E5431	1	0	biogrid	pmids:9334327
Ubiquitination	E93082	E7316	1	0	biogrid	pmids:15936721
Phosphorylation	E2870	E2492	1	0	biogrid	pmids:10379886
Ubiquitination	E23327	E8444	1	0	biogrid	pmids:19953087
Deubiquitination	E57646	E9958	1	0	biogrid	pmids:22626734
Deacetylation	E8841	E1432	1	0	biogrid	pmids:21444723
Ubiquitination	E84678	E84678	1	0	biogrid	pmids:22825849
Sumoylation	E7341	E9913	1	0	biogrid	pmids:15561718
Ubiquitination	E84675	E9700	1	0	biogrid	pmids:22626734
Ubiquitination	E57154	E387	1	0	biogrid	pmids:21708152
Deubiquitination	E9958	E10868	1	0	biogrid	pmids:22626734
Phosphorylation	E5599	E23162	1	0	biogrid	pmids:10629060
Sumoylation	E7341	E7189	1	0	biogrid	pmids:18093978
Phosphorylation	E1019	E5716	1	0	biogrid	pmids:11900540:17881001
Sumoylation	E7341	E51341	1	0	biogrid	pmids:17595526
Dephosphorylation	E5499	E672	1	0	biogrid	pmids:17511879:12438214:22990118
Ubiquitination	E23327	E9146	1	0	biogrid	pmids:19953087
Phosphorylation	E5566	E5144	1	0	biogrid	pmids:9639573
Phosphorylation	E4140	E5318	1	0	biogrid	pmids:12941695
Ubiquitination	E6737	E6737	1	0	biogrid	pmids:17156811:11331580:16403452:21045130:15916807:18022694
Dephosphorylation	E5795	E5335	1	0	biogrid	pmids:11259588
Ubiquitination	E330	E11035	1	0	biogrid	pmids:21931591
Phosphorylation	E4863	E1017	1	0	biogrid	pmids:10995387
Ubiquitination	E10075	E9063	1	0	biogrid	pmids:20624960:16269333
Phosphorylation	E1017	E3024	1	0	biogrid	pmids:21088490:10393546:13678583:17431037:15998794:9053846:9632134:8867812:11063125:19631451:8647086:11132966:7629134:14597612:9380698:10447003:17371838:9464540:8393783:9840927:9199321:9885575:8606778:17293600:10198259:8397206:8397207:9380407:12963725
Phosphorylation	E1017	E8900	1	0	biogrid	pmids:12800980:19423708:15601848:8565853:16159883:12970441:9636170:10559988:12190313:14701826:11264176:7799941:14681231:8397206:8397207:9041194:10652300
Ubiquitination	E3093	E1213	1	0	biogrid	pmids:16868077
Ubiquitination	E7321	E5970	1	0	biogrid	pmids:14690596
Phosphorylation	E1263	E6620	1	0	biogrid	pmids:19889641
Phosphorylation	E1263	E6622	1	0	biogrid	pmids:19889641
Phosphorylation	E9344	E5606	1	0	biogrid	pmids:11279118
Ubiquitination	E118424	E7316	1	0	biogrid	pmids:21139048:21890473:21906983:22496338:16720581
Sumoylation	E7341	E2115	1	0	biogrid	pmids:15561718
Sumoylation	E8554	E6304	1	0	biogrid	pmids:18408014
Deubiquitination	E1540	E7189	1	0	biogrid	pmids:20622874:12917691
Deubiquitination	E1540	E7186	1	0	biogrid	pmids:12917691
Phosphorylation	E5594	E1062	1	0	biogrid	pmids:9744883
Phosphorylation	E10980	E9318	1	0	biogrid	pmids:22939629:21145461:10903862:22863883:19615732:19295130:16045761
Phosphorylation	E5591	E64421	1	0	biogrid	pmids:11955432:15456891
Ubiquitination	E4193	E408	1	0	biogrid	pmids:11588219
Phosphorylation	E1457	E3475	1	0	biogrid	pmids:7809103
Phosphorylation	E595	E5925	1	0	biogrid	pmids:10491434:8867812:9178893:8647086:15485920
Ubiquitination	E329	E8737	1	0	biogrid	pmids:18570872:21113135:21931591:19854138
Phosphorylation	E545	E3014	1	0	biogrid	pmids:22184063
Phosphorylation	E472	E4171	1	0	biogrid	pmids:15210935
Methylation	E3276	E1153	1	0	biogrid	pmids:11850402
Ubiquitination	E9978	E1869	1	0	biogrid	pmids:11245432
Phosphorylation	E5578	E3006	1	0	biogrid	pmids:15927069
Phosphorylation	E1017	E2237	1	0	biogrid	pmids:12853968
Phosphorylation	E1453	E2697	1	0	biogrid	pmids:12270943
Ubiquitination	E64219	E2146	1	0	biogrid	pmids:21513699
Phosphorylation	E2932	E4904	1	0	biogrid	pmids:16198352
modification	E4214	E5594	1	0	biogrid	pmids:14500727:10969079:14581471
Methylation	E80854	E1786	1	0	biogrid	pmids:21151116:19282482
Phosphorylation	E2534	E10657	1	0	biogrid	pmids:15190072
Dephosphorylation	E58190	E5430	1	0	biogrid	pmids:12721286
Ubiquitination	E4734	E57471	1	0	biogrid	pmids:19953087
Phosphorylation	E5594	E8202	1	0	biogrid	pmids:16456540:15383283
Phosphorylation	E2241	E7110	1	0	biogrid	pmids:9742951
Sumoylation	E7341	E7572	1	0	biogrid	pmids:15561718
Acetylation	E1387	E4780	1	0	biogrid	pmids:19273602:18241676:11683914
Ubiquitination	E56254	E128312	1	0	biogrid	pmids:16307923
Ubiquitination	E84675	E7347	1	0	biogrid	pmids:22626734
Ubiquitination	E5710	E54467	1	0	biogrid	pmids:19240029
Phosphorylation	E23617	E23617	1	0	biogrid	pmids:15044604
Phosphorylation	E5594	E7175	1	0	biogrid	pmids:12594221
Phosphorylation	E5578	E3009	1	0	biogrid	pmids:15927069
Phosphorylation	E5578	E3008	1	0	biogrid	pmids:15927069
Phosphorylation	E5578	E3007	1	0	biogrid	pmids:15927069
Deubiquitination	E8314	E3054	1	0	biogrid	pmids:19815555
Methylation	E79813	E79813	1	0	biogrid	pmids:22086334
Ubiquitination	E23327	E10000	1	0	biogrid	pmids:19953087
Ubiquitination	E4193	E5087	1	0	biogrid	pmids:23044487
Methylation	E55170	E3159	1	0	biogrid	pmids:16157300:16293633
Phosphorylation	E5580	E5580	1	0	biogrid	pmids:19920073
Phosphorylation	E2242	E9564	1	0	biogrid	pmids:8999909
Phosphorylation	E1019	E3024	1	0	biogrid	pmids:11132966:9464540:10447003
Phosphorylation	E1326	E5604	1	0	biogrid	pmids:8631303
Deubiquitination	E9958	E8027	1	0	biogrid	pmids:22626734
Desumoylation	E59343	E1616	1	0	biogrid	pmids:17081986
Ubiquitination	E26232	E3688	1	0	biogrid	pmids:12140560:16275327:17116465
Phosphorylation	E1025	E904	1	0	biogrid	pmids:15546612:15528190:19818711:20305087:11689688:16980611:12894230:17643375:14580347:20153263:12944466:11282025:22483617:18566585:22939629:10574912:9499409:10958691:15107825:14627702:12588988:12832472:17700062
Ubiquitination	E55958	E9212	1	0	biogrid	pmids:19995937:17543862
Phosphorylation	E51701	E4303	1	0	biogrid	pmids:20874444
Phosphorylation	E1452	E2737	1	0	biogrid	pmids:16371461
Phosphorylation	E1454	E8202	1	0	biogrid	pmids:21577200
Phosphorylation	E27	E8470	1	0	biogrid	pmids:9211900
Ubiquitination	E84447	E537	1	0	biogrid	pmids:21987572
Ubiquitination	E51676	E2317	1	0	biogrid	pmids:19300455
Phosphorylation	E6714	E3745	1	0	biogrid	pmids:12615930
Phosphorylation	E8317	E10140	1	0	biogrid	pmids:23066029
Phosphorylation	E6011	E6620	1	0	biogrid	pmids:10852916
Phosphorylation	E6011	E6623	1	0	biogrid	pmids:10852916
Phosphorylation	E6011	E6622	1	0	biogrid	pmids:10852916
Ubiquitination	E56254	E8970	1	0	biogrid	pmids:16307923
Ubiquitination	E10273	E7316	1	0	biogrid	pmids:22551455:15358145:11743028:18042044:21139048:22118674:11146632
modification	E10210	E3014	1	0	biogrid	pmids:22972498
Ubiquitination	E4193	E5710	1	0	biogrid	pmids:22350919:22659184:20479273:19240029
Phosphorylation	E2688	E6464	1	0	biogrid	pmids:7535773
Phosphorylation	E1326	E1147	1	0	biogrid	pmids:10072079
Phosphorylation	E9252	E8353	1	0	biogrid	pmids:15010469
Phosphorylation	E1453	E7157	1	0	biogrid	pmids:18246126:16870621
Ubiquitination	E6477	E9627	1	0	biogrid	pmids:15064394:14506261
Phosphorylation	E6790	E10013	1	0	biogrid	pmids:17604723
Acetylation	E890	E51343	1	0	biogrid	pmids:19483727
Acetylation	E1387	E8350	1	0	biogrid	pmids:15005629:15616580:10097092:11585930:16122695
Acetylation	E1387	E8359	1	0	biogrid	pmids:15005629:10097092
Ubiquitination	E23327	E10461	1	0	biogrid	pmids:19953087
Ubiquitination	E59349	E1815	1	0	biogrid	pmids:20100572
Ubiquitination	E10273	E93649	1	0	biogrid	pmids:19237536
Phosphorylation	E2869	E6622	1	0	biogrid	pmids:10852916
Phosphorylation	E2869	E6623	1	0	biogrid	pmids:10852916
Phosphorylation	E2869	E6620	1	0	biogrid	pmids:10852916
Phosphorylation	E5590	E4773	1	0	biogrid	pmids:12021260
Acetylation	E2033	E3838	1	0	biogrid	pmids:10801418
Sumoylation	E5371	E7157	1	0	biogrid	pmids:12915590:11025664:14976551:20972456:11080164:16007146:21057547
Acetylation	E2033	E3727	1	0	biogrid	pmids:17510411:21937452:16264271
Acetylation	E2033	E3725	1	0	biogrid	pmids:21937452:12437352:11980644:10327051
Sumoylation	E7329	E11077	1	0	biogrid	pmids:17709345
Ubiquitination	E7323	E5111	1	0	biogrid	pmids:22989887
Phosphorylation	E983	E6117	1	0	biogrid	pmids:8397206:8397207
Ubiquitination	E4734	E26994	1	0	biogrid	pmids:19953087
Sumoylation	E7329	E7704	1	0	biogrid	pmids:14527952:17498654
Ubiquitination	E55540	E5111	1	0	biogrid	pmids:20129063
Phosphorylation	E1457	E51053	1	0	biogrid	pmids:17261582
Phosphorylation	E5594	E5594	1	0	biogrid	pmids:21110948
Phosphorylation	E3932	E10146	1	0	biogrid	pmids:15743820
Phosphorylation	E6446	E4137	1	0	biogrid	pmids:17512525
Phosphorylation	E3551	E3551	1	0	biogrid	pmids:12709429:9914500:12890679:17079871:10807933:9346485:9721103:11585904
Phosphorylation	E5566	E5970	1	0	biogrid	pmids:20133937
Ubiquitination	E51283	E7316	1	0	biogrid	pmids:21890473:21906983:21068390
Phosphorylation	E6416	E3725	1	0	biogrid	pmids:13130464
Deubiquitination	E27005	E9097	1	0	biogrid	pmids:22626734
Deubiquitination	E27005	E9099	1	0	biogrid	pmids:22626734
Phosphorylation	E3932	E3932	1	0	biogrid	pmids:20372794
Phosphorylation	E4215	E4215	1	0	biogrid	pmids:15001576
Dephosphorylation	E5524	E5292	1	0	biogrid	pmids:17297438
Sumoylation	E6612	E2353	1	0	biogrid	pmids:16055710
Ubiquitination	E11060	E4088	1	0	biogrid	pmids:18729074:21258410
Phosphorylation	E8900	E8900	1	0	biogrid	pmids:8397207
Phosphorylation	E8900	E255626	1	0	biogrid	pmids:8565853
Ubiquitination	E7332	E5886	1	0	biogrid	pmids:9153201
Phosphorylation	E2475	E57521	1	0	biogrid	pmids:19145465:21177249:16603397:22493283:21071439:12665511:12719976:22544753:16631613:22356909:19875983:17461779:16183647:21045808:12747827:15268862:16798736:15066126:15459249:16847060:20169205:20427287:16837165:16919458:12150925:12150926:12718876:17386266:16962653:15467718:17043309:18722121
Ubiquitination	E4734	E23168	1	0	biogrid	pmids:19953087
Ubiquitination	E7322	E8945	1	0	biogrid	pmids:10531035
Phosphorylation	E1021	E1029	1	0	biogrid	pmids:9751050:17955473:10491434:8805225:9380698:17881001:11556834:11739795
Ubiquitination	E9978	E4792	1	0	biogrid	pmids:20638939
Phosphorylation	E983	E699	1	0	biogrid	pmids:16760428
Ubiquitination	E85363	E85363	1	0	biogrid	pmids:18799578:17156811:16828831:21734049:18312418:11331580:18799573:16808955:22493164:17543365:16254380
Methylation	E3276	E121504	1	0	biogrid	pmids:17264152
Phosphorylation	E983	E5925	1	0	biogrid	pmids:9053846:9885575:1756735:9258347:12361598:8626527
Phosphorylation	E9212	E2670	1	0	biogrid	pmids:12686604
Methylation	E3276	E4076	1	0	biogrid	pmids:12183049
Phosphorylation	E1432	E10467	1	0	biogrid	pmids:17380123
Phosphorylation	E2534	E867	1	0	biogrid	pmids:8621719:8995358:8900205:7642581:15556646:16503409:10629042:9311917:12941616:15190072:9535867:15208330:7782294:12231245:8626543:10829062:12244174
Ubiquitination	E330	E330	1	0	biogrid	pmids:21113135:19810754:21393245:11907583:18784070
Ubiquitination	E54708	E6647	1	0	biogrid	pmids:19741096
Phosphorylation	E2534	E5588	1	0	biogrid	pmids:10383400
Phosphorylation	E2869	E6869	1	0	biogrid	pmids:12067742
Ubiquitination	E4734	E54165	1	0	biogrid	pmids:21813641
Phosphorylation	E207	E6416	1	0	biogrid	pmids:11707464:15998799
Phosphorylation	E5591	E3024	1	0	biogrid	pmids:20356835
Phosphorylation	E6300	E6640	1	0	biogrid	pmids:10212242
Phosphorylation	E8900	E3009	1	0	biogrid	pmids:16191191
Phosphorylation	E6714	E8935	1	0	biogrid	pmids:12893833
Methylation	E80854	E3020	1	0	biogrid	pmids:17166833
modification	E6714	E6714	1	0	biogrid	pmids:21911421:12606547:15020686:11078745:21335603
Phosphorylation	E4214	E3164	1	0	biogrid	pmids:16434970
Sumoylation	E7329	E7329	1	0	biogrid	pmids:8940097:21139563:8668125:8610150:20936779
Ubiquitination	E165918	E3014	1	0	biogrid	pmids:19500350
Ubiquitination	E613	E867	1	0	biogrid	pmids:8621719:20675402:14725908:19380743
Phosphorylation	E5579	E653361	1	0	biogrid	pmids:12056906:11120743
Phosphorylation	E1147	E5987	1	0	biogrid	pmids:16393995
Acetylation	E2033	E4193	1	0	biogrid	pmids:9809062:20234175:15013777:15154850
Sumoylation	E51465	E55553	1	0	biogrid	pmids:16442531
Phosphorylation	E5595	E708	1	0	biogrid	pmids:11866440
Phosphorylation	E207	E26994	1	0	biogrid	pmids:16123141
Ubiquitination	E8452	E8202	1	0	biogrid	pmids:21577200
Demethylation	E9682	E8350	1	0	biogrid	pmids:16732292
Deubiquitination	E57695	E890	1	0	biogrid	pmids:21596315
Ubiquitination	E56658	E56658	1	0	biogrid	pmids:22529100:22493164:16189514
Ubiquitination	E7321	E54941	1	0	biogrid	pmids:21571784
Ubiquitination	E8945	E1827	1	0	biogrid	pmids:18575781
Sumoylation	E10210	E25942	1	0	biogrid	pmids:17803295
Phosphorylation	E4145	E6714	1	0	biogrid	pmids:7530249
Ubiquitination	E23624	E1158	1	0	biogrid	pmids:20525694
Phosphorylation	E4294	E9318	1	0	biogrid	pmids:15062575
Sumoylation	E7341	E26036	1	0	biogrid	pmids:18656483
Phosphorylation	E1457	E7343	1	0	biogrid	pmids:7651819
Phosphorylation	E83983	E8350	1	0	biogrid	pmids:15870294
Phosphorylation	E8986	E2353	1	0	biogrid	pmids:9792677
Phosphorylation	E5598	E4209	1	0	biogrid	pmids:9753748
Methylation	E114799	E8350	1	0	biogrid	pmids:20331966
Phosphorylation	E83983	E3014	1	0	biogrid	pmids:15870294
Ubiquitination	E4193	E3480	1	0	biogrid	pmids:18632619
Acetylation	E2033	E6774	1	0	biogrid	pmids:15649887:15653507:22116549:10205054:11923478
Deacetylation	E23411	E8850	1	0	biogrid	pmids:19188449
modification	E5590	E5590	1	0	biogrid	pmids:21624955:21911421:19920073
Deubiquitination	E9099	E7186	1	0	biogrid	pmids:22179575
Ubiquitination	E23327	E10746	1	0	biogrid	pmids:19953087
Phosphorylation	E7273	E8878	1	0	biogrid	pmids:15802564
Ubiquitination	E267	E6647	1	0	biogrid	pmids:19661182
Phosphorylation	E5578	E9421	1	0	biogrid	pmids:14636580
Deubiquitination	E64854	E8349	1	0	biogrid	pmids:21183687
Acetylation	E2033	E1432	1	0	biogrid	pmids:21444723
Phosphorylation	E1017	E5934	1	0	biogrid	pmids:9891079:9188854
Ubiquitination	E6477	E22936	1	0	biogrid	pmids:22483617
Phosphorylation	E5590	E10000	1	0	biogrid	pmids:12162751
Ubiquitination	E4734	E7805	1	0	biogrid	pmids:19953087:17116753
Ubiquitination	E6048	E57506	1	0	biogrid	pmids:20483786
Phosphorylation	E3551	E1147	1	0	biogrid	pmids:11585904
Dephosphorylation	E5777	E6850	1	0	biogrid	pmids:10072516:10747947
Ubiquitination	E7337	E7157	1	0	biogrid	pmids:8090726:19364824:15001357
Ubiquitination	E29945	E891	1	0	biogrid	pmids:20733055:21336306:20080579:22193957
Phosphorylation	E3932	E1500	1	0	biogrid	pmids:12835311
Deubiquitination	E7874	E7316	1	0	biogrid	pmids:22195557:20622874
Phosphorylation	E815	E1385	1	0	biogrid	pmids:8663317
Acetylation	E8520	E8338	1	0	biogrid	pmids:9427644
Phosphorylation	E50818	E5071	1	0	biogrid	pmids:15557340
Deubiquitination	E219333	E8349	1	0	biogrid	pmids:21183687
Phosphorylation	E2932	E23239	1	0	biogrid	pmids:19797085
Ubiquitination	E7157	E7157	1	0	biogrid	pmids:22819825:11713287:19011633:21084564:14580323:17332328:20235143:18414054:15383276
Methylation	E4654	E8350	1	0	biogrid	pmids:16858404
Phosphorylation	E1459	E10013	1	0	biogrid	pmids:21486957
Ubiquitination	E8065	E4843	1	0	biogrid	pmids:20603330
Phosphorylation	E1457	E9318	1	0	biogrid	pmids:12628923:16045761
Acetylation	E2033	E7913	1	0	biogrid	pmids:15987677
Phosphorylation	E3717	E7409	1	0	biogrid	pmids:9162069:7530656
Phosphorylation	E3654	E57162	1	0	biogrid	pmids:12496252:16951688:21204785:15917247:19081057:17997719:17675297:19264966
Phosphorylation	E3654	E57161	1	0	biogrid	pmids:15917247:17675297:12860405
Phosphorylation	E5578	E8091	1	0	biogrid	pmids:10889043
Ubiquitination	E4734	E25	1	0	biogrid	pmids:19953087
Methylation	E387893	E5111	1	0	biogrid	pmids:22556262:18319261:18166648:21035370
Ubiquitination	E9810	E440689	1	0	biogrid	pmids:16307923
Phosphorylation	E5598	E2697	1	0	biogrid	pmids:12637502
Phosphorylation	E3611	E4851	1	0	biogrid	pmids:17526737
Phosphorylation	E10188	E10188	1	0	biogrid	pmids:14506255
Phosphorylation	E5058	E4638	1	0	biogrid	pmids:10092231
Deacetylation	E9734	E23650	1	0	biogrid	pmids:20947501
Methylation	E6839	E8535	1	0	biogrid	pmids:12101246:22078878
Ubiquitination	E4734	E10110	1	0	biogrid	pmids:19953087
Ubiquitination	E3093	E7316	1	0	biogrid	pmids:21890473:20639865:21281599:8125920:18781797:20826778:21139048:16868077:15723079:22505724:16007098:21906983:22496338
Ubiquitination	E9810	E128312	1	0	biogrid	pmids:16307923
Phosphorylation	E1020	E5127	1	0	biogrid	pmids:12084709
Ubiquitination	E4734	E8678	1	0	biogrid	pmids:21936852
Phosphorylation	E1147	E3064	1	0	biogrid	pmids:20026656
Sumoylation	E7341	E10155	1	0	biogrid	pmids:18082607
Phosphorylation	E207	E673	1	0	biogrid	pmids:10869359
Phosphorylation	E9212	E126961	1	0	biogrid	pmids:21658950
Sumoylation	E26036	E26036	1	0	biogrid	pmids:18656483
Ubiquitination	E23327	E7528	1	0	biogrid	pmids:19953087
Phosphorylation	E5586	E5586	1	0	biogrid	pmids:10818102
Deubiquitination	E123228	E1869	1	0	biogrid	pmids:23001041
Phosphorylation	E1457	E10422	1	0	biogrid	pmids:10857748
Phosphorylation	E1459	E407	1	0	biogrid	pmids:11877451
Deubiquitination	E7874	E7189	1	0	biogrid	pmids:20622874
Phosphorylation	E25	E672	1	0	biogrid	pmids:12024016
Phosphorylation	E545	E51514	1	0	biogrid	pmids:23029527
Ubiquitination	E83737	E10628	1	0	biogrid	pmids:20068034
Ubiquitination	E10297	E10297	1	0	biogrid	pmids:21396940
Acetylation	E2648	E8338	1	0	biogrid	pmids:16096645
Phosphorylation	E5580	E10014	1	0	biogrid	pmids:21146494
Phosphorylation	E6908	E2962	1	0	biogrid	pmids:9482861
Phosphorylation	E1111	E5925	1	0	biogrid	pmids:17380128
Phosphorylation	E207	E6599	1	0	biogrid	pmids:16568092
Phosphorylation	E207	E6598	1	0	biogrid	pmids:16568092
Phosphorylation	E207	E9612	1	0	biogrid	pmids:16613989
Acetylation	E2033	E3726	1	0	biogrid	pmids:15308641:17510411:21937452
Ubiquitination	E7332	E4792	1	0	biogrid	pmids:10329681
Phosphorylation	E5578	E867	1	0	biogrid	pmids:10358153
Phosphorylation	E9693	E5906	1	0	biogrid	pmids:10934204
Phosphorylation	E10461	E10461	1	0	biogrid	pmids:15673687
Phosphorylation	E3551	E8202	1	0	biogrid	pmids:11971985:16051665
Phosphorylation	E5603	E27429	1	0	biogrid	pmids:17906618
Acetylation	E1387	E121504	1	0	biogrid	pmids:11163245
Phosphorylation	E5594	E81620	1	0	biogrid	pmids:21930785
Phosphorylation	E207	E331	1	0	biogrid	pmids:14645242
Deubiquitination	E27000	E8337	1	0	biogrid	pmids:21179169
Ubiquitination	E10393	E891	1	0	biogrid	pmids:20080579
Ubiquitination	E51366	E11073	1	0	biogrid	pmids:11714696
Phosphorylation	E1432	E920	1	0	biogrid	pmids:20530479
Phosphorylation	E1457	E5048	1	0	biogrid	pmids:10491172
Ubiquitination	E4734	E5728	1	0	biogrid	pmids:21986318:18498243:19345329
Phosphorylation	E2932	E9627	1	0	biogrid	pmids:16174773
Phosphorylation	E6714	E8841	1	0	biogrid	pmids:16532030:17699109
Ubiquitination	E5710	E4287	1	0	biogrid	pmids:19240029
Phosphorylation	E1024	E1024	1	0	biogrid	pmids:22379099
Dephosphorylation	E5783	E1499	1	0	biogrid	pmids:10951583
Ubiquitination	E7322	E7157	1	0	biogrid	pmids:15280377
Phosphorylation	E1025	E2962	1	0	biogrid	pmids:12591939:22939629
Ubiquitination	E51514	E387893	1	0	biogrid	pmids:21035370
Ubiquitination	E329	E54101	1	0	biogrid	pmids:21931591
Ubiquitination	E867	E7316	1	0	biogrid	pmids:15117950
Acetylation	E2033	E6667	1	0	biogrid	pmids:19062177:17623675:11030335:22415975:11517158:17906698:10651903:16478997:16734381:12200149
Deubiquitination	E57646	E9929	1	0	biogrid	pmids:22626734
Phosphorylation	E5594	E7132	1	0	biogrid	pmids:11606045
Phosphorylation	E29904	E1938	1	0	biogrid	pmids:22669845
Ubiquitination	E4734	E7528	1	0	biogrid	pmids:19953087
Ubiquitination	E7319	E5111	1	0	biogrid	pmids:17108083
Ubiquitination	E8454	E6446	1	0	biogrid	pmids:20832730
Ubiquitination	E8454	E7316	1	0	biogrid	pmids:16874460
Dephosphorylation	E5495	E3551	1	0	biogrid	pmids:14585847
Sumoylation	E6613	E7329	1	0	biogrid	pmids:20797634:21949651:19471022:16620772:21693764:17491593
Ubiquitination	E8945	E3791	1	0	biogrid	pmids:22711876
Phosphorylation	E983	E4261	1	0	biogrid	pmids:18245089
Ubiquitination	E84676	E9101	1	0	biogrid	pmids:22626734
Phosphorylation	E3551	E3725	1	0	biogrid	pmids:19656241
Deubiquitination	E84132	E7157	1	0	biogrid	pmids:22085928
Ubiquitination	E4734	E8906	1	0	biogrid	pmids:18772139
Ubiquitination	E329	E8767	1	0	biogrid	pmids:9705938:9642260:19464198:21931591
Phosphorylation	E1407	E1407	1	0	biogrid	pmids:17073458
Phosphorylation	E120892	E3329	1	0	biogrid	pmids:17584768
Ubiquitination	E867	E867	1	0	biogrid	pmids:22301280:17635922:22266821:12874286:10521482:17679095
Phosphorylation	E545	E6118	1	0	biogrid	pmids:17035231
Phosphorylation	E2932	E1499	1	0	biogrid	pmids:16039586:10330181:10074433:19061640
Phosphorylation	E5594	E4155	1	0	biogrid	pmids:14530346:17906618
Ubiquitination	E81603	E6885	1	0	biogrid	pmids:22084099
Ubiquitination	E10193	E5071	1	0	biogrid	pmids:15632191:18541373
Ubiquitination	E648	E8338	1	0	biogrid	pmids:16714294:21772249
Ubiquitination	E648	E8337	1	0	biogrid	pmids:21772249:21179169
Deubiquitination	E27005	E4287	1	0	biogrid	pmids:22626734
Ubiquitination	E11059	E8626	1	0	biogrid	pmids:20951678:18806757
Deubiquitination	E27005	E78990	1	0	biogrid	pmids:22626734
Phosphorylation	E4067	E1796	1	0	biogrid	pmids:11071635:11825908
Acetylation	E2033	E2033	1	0	biogrid	pmids:17510411:22100894:10567538:17065153
Ubiquitination	E55294	E4602	1	0	biogrid	pmids:18765672
Methylation	E79813	E8350	1	0	biogrid	pmids:20084102:20118233
Acetylation	E2033	E9971	1	0	biogrid	pmids:19883617
Sumoylation	E7341	E668	1	0	biogrid	pmids:19744555
Sumoylation	E1616	E6613	1	0	biogrid	pmids:17081986:16475184:21383010:19394292:21252943:19471022:21693764
Ubiquitination	E23327	E657	1	0	biogrid	pmids:19953087
Phosphorylation	E6732	E5619	1	0	biogrid	pmids:10390541
Deacetylation	E23411	E406	1	0	biogrid	pmids:18662547
Phosphorylation	E5710	E9318	1	0	biogrid	pmids:10903862
Ubiquitination	E57159	E9101	1	0	biogrid	pmids:22626734
Deubiquitination	E7874	E1786	1	0	biogrid	pmids:21268065:21045206
Phosphorylation	E4214	E4214	1	0	biogrid	pmids:11784851
Ubiquitination	E56254	E8346	1	0	biogrid	pmids:16307923
Ubiquitination	E56254	E8349	1	0	biogrid	pmids:16307923:21443952
Ubiquitination	E7317	E7332	1	0	biogrid	pmids:22069333:22350887
Acetylation	E2033	E6199	1	0	biogrid	pmids:19961954
Acetylation	E2033	E6198	1	0	biogrid	pmids:19961954
Phosphorylation	E5610	E7157	1	0	biogrid	pmids:10348343
Phosphorylation	E9024	E995	1	0	biogrid	pmids:15150265
Phosphorylation	E9024	E994	1	0	biogrid	pmids:15150265
Phosphorylation	E1457	E1457	1	0	biogrid	pmids:12628923:15882073:10512750
Methylation	E84787	E8359	1	0	biogrid	pmids:15145825
Phosphorylation	E5591	E9730	1	0	biogrid	pmids:22184063
Ubiquitination	E6500	E7013	1	0	biogrid	pmids:20181953
Phosphorylation	E6195	E4792	1	0	biogrid	pmids:9261139:9914500:9214631
Sumoylation	E7341	E5905	1	0	biogrid	pmids:20501649:16820290:16194093
Sumoylation	E7341	E142	1	0	biogrid	pmids:15561718
Demethylation	E22992	E5970	1	0	biogrid	pmids:20080798
Ubiquitination	E7337	E7316	1	0	biogrid	pmids:9575161
Acetylation	E1387	E51621	1	0	biogrid	pmids:11748222
Ubiquitination	E117584	E9700	1	0	biogrid	pmids:22626734
Phosphorylation	E7273	E8557	1	0	biogrid	pmids:9804419:12446666:9645487:9817758:15802564
