ppi	E115557	E387	0	0	hprd	pmids:15069594
ppi	E85441	E5465	0	0	hprd	pmids:12189208
ppi	E11261	E6548	0	0	hprd	pmids:12576672,8901634
ppi	E9743	E5295	0	0	hprd	pmids:12454018
ppi	E6517	E10609	0	0	hprd	pmids:16396496
ppi	E9743	E5335	0	0	hprd	pmids:12454018
ppi	E1822	E84726	0	0	hprd	pmids:16713569
ppi	E11261	E6550	0	0	hprd	pmids:12576672,8901634
ppi	E63928	E6550	0	0	hprd	pmids:12576672,8901634
ppi	E54984	E7015	0	0	hprd	pmids:11701125
ppi	E1856	E54715	0	0	hprd	pmids:16713569
ppi	E9743	E6714	0	0	hprd	pmids:12454018
ppi	E51776	E7046	0	0	hprd	pmids:15465036
ppi	E9743	E4914	0	0	hprd	pmids:12446789
ppi	E9743	E999	0	0	hprd	pmids:12531901
ppi	E80790	E2316	0	0	hprd	pmids:15128042
ppi	E3185	E54715	0	0	hprd	pmids:16713569
ppi	E11261	E6553	0	0	hprd	pmids:12576672
ppi	E9743	E4690	0	0	hprd	pmids:12819203
ppi	E11261	E6549	0	0	hprd	pmids:8901634,11350981
ppi	E54984	E7013	0	0	hprd	pmids:11701125
ppi	E55829	E7415	0	0	hprd	pmids:15215856
ppi	E51776	E5608	0	0	hprd	pmids:11836244
ppi	E51776	E6416	0	0	hprd	pmids:11836244
ppi	E54715	E6311	0	0	hprd	pmids:11471052,16713569
ppi	E9743	E1000	0	0	hprd	pmids:12531901
ppi	E9743	E1399	0	0	hprd	pmids:12446789
ppi	E115557	E5879	0	0	hprd	pmids:12547822
ppi	E57514	E5879	0	0	hprd	pmids:9786927
ppi	E51237	E842	0	0	hprd	pmids:11350957
ppi	E57514	E6453	0	0	hprd	pmids:11744688
ppi	E9743	E1742	0	0	hprd	pmids:12531901
ppi	E9743	E9564	0	0	hprd	pmids:12446789,12819203
ppi	E51776	E5609	0	0	hprd	pmids:11836244,15465036
ppi	E9743	E2549	0	0	hprd	pmids:12819203
ppi	E6310	E200931	0	0	hprd	pmids:16713569
ppi	E11261	E9262	0	0	hprd	pmids:11481038
ppi	E7532	E100996657	0	0	hprd	pmids:15324660
ppi	E140890	E100996657	0	0	hprd	pmids:14559993
ppi	E9743	E9846	0	0	hprd	pmids:12819203
ppi	E10445	E54984	0	0	hprd	pmids:15044100
ppi	E55660	E9757	0	0	hprd	pmids:9171351,10744724
ppi	E27065	E23673	0	0	hprd	pmids:12070131
ppi	E389015	E11261	0	0	hprd	pmids:12576672
ppi	E11261	E23095	0	0	hprd	pmids:12204119
ppi	E51765	E51765	0	0	hprd	pmids:11306563,1164178,15037601
ppi	E51639	E23451	0	0	hprd	pmids:11500380
ppi	E56886	E9403	0	0	hprd	pmids:11278576
ppi	E55757	E9403	0	0	hprd	pmids:11278576
ppi	E81532	E11329	0	0	hprd	pmids:15067004
ppi	E51639	E51639	0	0	hprd	pmids:11500380
ppi	E51776	E7581	0	0	hprd	pmids:12535642
ppi	E9743	E1499	0	0	hprd	pmids:12531901
ppi	E51776	E51776	0	0	hprd	pmids:10924358,15485649
ppi	E9743	E53358	0	0	hprd	pmids:12446789
ppi	E79139	E55829	0	0	hprd	pmids:15215856
ppi	E84466	E9743	0	0	hprd	pmids:12421765
ppi	E94032	E9743	0	0	hprd	pmids:12531901
ppi	E126961	E29117	0	0	hprd	pmids:12489984
ppi	E126961	E9329	0	0	hprd	pmids:10523658
ppi	E51617	E55183	0	0	hprd	pmids:15383276
ppi	E57447	E81532	0	0	hprd	pmids:15067004
ppi	E100996657	E6625	0	0	hprd	pmids:14765198
ppi	E115557	E998	0	0	hprd	pmids:12547822
ppi	E50810	E57154	0	0	hprd	pmids:15761153
ppi	E50810	E64750	0	0	hprd	pmids:15761153
ppi	E57514	E998	0	0	hprd	pmids:9786927
ppi	E6310	E54715	0	0	hprd	pmids:16713569
ppi	E1017	E9738	0	0	hprd	pmids:12361598
ppi	E6310	E55638	0	0	hprd	pmids:16713569
ppi	E6310	E84726	0	0	hprd	pmids:16713569
ppi	E2130	E85465	0	0	hprd	pmids:16189514
ppi	E6310	E9743	0	0	hprd	pmids:16713569
ppi	E6310	E9757	0	0	hprd	pmids:16713569
ppi	E6449	E84888	0	0	hprd	pmids:16189514
ppi	E10919	E84726	0	0	hprd	pmids:16189514
ppi	E9802	E727800	0	0	hprd	pmids:16189514
ppi	E163081	E51776	0	0	hprd	pmids:16189514
ppi	E100293534	E722	0	0	hprd	pmids:12893820
ppi	E7529	E100996657	0	0	hprd	pmids:15324660
ppi	E7532	E51776	0	0	hprd	pmids:15324660
ppi	E658	E84197	0	0	hprd	pmids:15761153
ppi	E84197	E7046	0	0	hprd	pmids:15761153
ppi	E57514	E7046	0	0	hprd	pmids:15761153
ppi	E57514	E57154	0	0	hprd	pmids:15761153
ppi	E10750	E9743	0	0	hprd	pmids:12819203
ppi	E100996657	E29896	0	0	hprd	pmids:14765198
ppi	E835	E51237	0	0	hprd	pmids:11350957,11972030
ppi	E2597	E11261	0	0	hprd	pmids:15312048
ppi	E5468	E85441	0	0	hprd	pmids:16239304
ppi	E3043	E51714	0	0	hprd	pmids:16169070
ppi	E7917	E79948	0	0	hprd	pmids:16169070
ppi	E4359	E54984	0	0	hprd	pmids:16169070
ppi	E7916	E54715	0	0	hprd	pmids:16713569
ppi	E6159	E55638	0	0	hprd	pmids:16169070
ppi	E5049	E54984	0	0	hprd	pmids:16169070
ppi	E1973	E9890	0	0	hprd	pmids:16169070
ppi	E8614	E55701	0	0	hprd	pmids:16169070
ppi	E5636	E284131	0	0	hprd	pmids:16169070
ppi	E11098	E11261	0	0	hprd	pmids:16169070
ppi	E9890	E118924	0	0	hprd	pmids:16169070
ppi	E26292	E55701	0	0	hprd	pmids:16169070
ppi	E6863	E55701	0	0	hprd	pmids:16169070
ppi	E51617	E53407	0	0	hprd	pmids:16169070
ppi	E51617	E54978	0	0	hprd	pmids:16169070
ppi	E51617	E54985	0	0	hprd	pmids:16169070
ppi	E9912	E51155	0	0	hprd	pmids:16169070
ppi	E51497	E284131	0	0	hprd	pmids:16169070
ppi	E29888	E79948	0	0	hprd	pmids:16169070
ppi	E55701	E4137	0	0	hprd	pmids:16143467
ppi	E58160	E7024	0	0	hprd	pmids:11003662
ppi	E8850	E58160	0	0	hprd	pmids:15273251
ppi	E58160	E3065	0	0	hprd	pmids:15273251
ppi	E55638	E3799	0	0	hprd	pmids:16157705
ppi	E51765	E2801	0	0	hprd	pmids:15037601
ppi	E51765	E51765	0	0	hprd	pmids:15037601
ppi	E6548	E63928	0	0	hprd	pmids:16710297
ppi	E51776	E51776	0	0	hprd	pmids:17192257
ppi	E9738	E808	0	0	hprd	pmids:16760425
ppi	E9738	E1069	0	0	hprd	pmids:16760425
ppi	E9738	E10142	0	0	hprd	pmids:16760425
ppi	E9738	E5116	0	0	hprd	pmids:16760425
ppi	E9738	E24144	0	0	hprd	pmids:16760425
ppi	E9738	E9240	0	0	hprd	pmids:16760425
ppi	E79598	E9738	0	0	hprd	pmids:17719545
ppi	E9253	E54715	0	0	hprd	pmids:16713569
ppi	E9444	E54715	0	0	hprd	pmids:16713569
ppi	E9743	E2534	0	0	hprd	pmids:12788081,12857875
ppi	E100996657	E2521	0	0	hprd	pmids:10779324,9774382
ppi	E9491	E54715	0	0	hprd	pmids:16713569
ppi	E9500	E54715	0	0	hprd	pmids:16713569
ppi	E10318	E54715	0	0	hprd	pmids:16713569
ppi	E11189	E54715	0	0	hprd	pmids:16713569
ppi	E22920	E54715	0	0	hprd	pmids:16713569
ppi	E23543	E54715	0	0	hprd	pmids:16713569
ppi	E25801	E54715	0	0	hprd	pmids:16713569
ppi	E26155	E54715	0	0	hprd	pmids:16713569
ppi	E9743	E2904	0	0	hprd	pmids:12857875,12531901
ppi	E9743	E2903	0	0	hprd	pmids:12531901
ppi	E100506164	E54715	0	0	hprd	pmids:16713569
ppi	E54715	E221662	0	0	hprd	pmids:16713569
ppi	E54715	E57060	0	0	hprd	pmids:16713569
ppi	E54715	E63948	0	0	hprd	pmids:16713569
ppi	E54715	E84445	0	0	hprd	pmids:16713569
ppi	E54715	E84528	0	0	hprd	pmids:16713569
ppi	E473	E84726	0	0	hprd	pmids:16713569
ppi	E55829	E6288	0	0	hprd	pmids:12031974
ppi	E1822	E54715	0	0	hprd	pmids:16713569
ppi	E51765	E4155	0	0	hprd	pmids:11641781
ppi	E9757	E4088	0	0	hprd	pmids:15231748
